Campaign summary
"May 14, 2018 - May 21, 2018"
Campaign,Cost,Avg. CPC,Avg. position,Cost / conv.,Conv. rate,Conv. value / cost (current model)
dmgb2,£60.00,£0.17,1.78,£7.50,2.33%,0.12
